<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2020.11.29,11:00:00,134300,134700,133800,134200,1967
2020.11.29,12:00:00,134200,135000,133800,134200,2089
2020.11.29,13:00:00,134200,135400,133800,135100,2494
2020.11.29,14:00:00,135000,135300,134400,135100,2929
2020.11.30,10:00:00,135500,135600,134700,135400,1691
2020.11.30,11:00:00,135400,135800,135000,135300,1511
2020.11.30,12:00:00,135300,135800,135300,135700,821
2020.11.30,13:00:00,135600,136900,135500,136700,2859
2020.11.30,14:00:00,136600,136700,135200,135300,2605
2020.12.01,10:00:00,135500,135800,134500,135200,2992
2020.12.01,11:00:00,135100,135600,134700,135100,3250
2020.12.01,12:00:00,135200,135400,135000,135200,847
2020.12.01,13:00:00,135300,135300,134700,134900,1200
2020.12.01,14:00:00,135000,135100,133400,133900,3569
2020.12.02,10:00:00,133600,134500,133600,134100,568
2020.12.02,11:00:00,134000,134500,133500,133900,3042
2020.12.02,12:00:00,133900,134300,133700,133700,972
2020.12.02,13:00:00,133700,134900,133700,134600,1374
2020.12.02,14:00:00,134600,136100,134400,135800,3663
2020.12.03,10:00:00,135300,136200,135300,135600,1628
2020.12.03,11:00:00,135600,136000,135500,135600,2664
2020.12.03,12:00:00,135700,135800,135100,135300,3035
2020.12.03,13:00:00,135500,135800,135300,135700,956
2020.12.03,14:00:00,135600,135700,134600,134700,3497
2020.12.05,10:00:00,134100,134500,133900,134000,1040
2020.12.05,11:00:00,134000,134100,133700,133900,1084
2020.12.05,12:00:00,133900,134000,133500,133900,874
2020.12.05,13:00:00,133800,133900,132800,132900,1519
2020.12.05,14:00:00,132900,133300,132600,132600,1684
2020.12.06,10:00:00,131900,132200,131700,131700,1829
2020.12.06,11:00:00,131700,132000,131600,131800,886
2020.12.06,12:00:00,131800,131900,131600,131900,323
2020.12.06,13:00:00,131900,133100,131800,133000,1856
2020.12.06,14:00:00,133000,133200,132600,132700,1105
2020.12.07,10:00:00,132000,132900,131800,132600,1892
2020.12.07,11:00:00,132600,133000,132300,132400,1690
2020.12.07,12:00:00,132400,132500,131900,132100,2180
2020.12.07,13:00:00,132200,132900,131900,132500,1346
2020.12.07,14:00:00,132500,132800,132100,132300,2024
2020.12.08,10:00:00,131900,132400,131900,131900,1156
2020.12.08,11:00:00,132000,132200,129600,129900,5308
2020.12.08,12:00:00,129800,131700,129700,130700,10144
2020.12.08,13:00:00,130800,134500,130800,134200,11275
2020.12.08,14:00:00,134300,135300,133600,134500,5607
2020.12.09,10:00:00,134100,134400,133300,134100,1739
2020.12.09,11:00:00,134100,134200,133700,133700,851
2020.12.09,12:00:00,133700,134400,133600,133900,1278
2020.12.09,13:00:00,133800,134300,133700,134300,766
2020.12.09,14:00:00,134300,135000,132600,134400,6207
2020.12.10,10:00:00,134100,134400,133600,133700,1566
2020.12.10,11:00:00,133700,133700,133000,133600,1458
2020.12.10,12:00:00,133500,134000,133500,134000,420
2020.12.10,13:00:00,133800,134000,133000,133500,1589
2020.12.10,14:00:00,133500,133600,133000,133400,1613
2020.12.12,10:00:00,132800,133200,132800,133100,611
2020.12.12,11:00:00,133100,133100,132800,133000,1077
2020.12.12,12:00:00,132900,133600,132800,133400,1392
2020.12.12,13:00:00,133400,134000,133200,133300,1419
2020.12.12,14:00:00,133300,134000,132900,133600,1870
2020.12.13,10:00:00,133100,133400,133000,133300,701
2020.12.13,11:00:00,133200,133300,132800,133000,460
2020.12.13,12:00:00,133000,133300,132700,132800,733
2020.12.13,13:00:00,132800,133000,132600,132800,994
2020.12.13,14:00:00,132900,133800,132800,133600,3131
2020.12.14,10:00:00,133700,133900,132700,133700,1022
2020.12.14,11:00:00,133600,133600,133300,133500,881
2020.12.14,12:00:00,133500,133600,133300,133400,1103
2020.12.14,13:00:00,133400,133400,132800,133000,3175
2020.12.14,14:00:00,133000,134300,132500,133700,4649
2020.12.15,10:00:00,133900,134200,133500,133500,1177
2020.12.15,11:00:00,133500,133800,133200,133300,812
2020.12.15,12:00:00,133300,133500,133300,133400,423
2020.12.15,13:00:00,133500,133700,133200,133400,831
2020.12.15,14:00:00,133400,134700,133400,134100,4338
2020.12.16,10:00:00,134300,134500,134200,134300,428
2020.12.16,11:00:00,134300,134500,133900,134200,514
2020.12.16,12:00:00,134300,134300,133800,134300,1210
2020.12.16,13:00:00,134300,134300,133800,133900,331
2020.12.16,14:00:00,134000,134900,133800,134700,3076
2020.12.17,10:00:00,134900,135100,134500,135000,1260
2020.12.17,11:00:00,135000,135000,134600,134800,1288
2020.12.17,12:00:00,134800,134900,134700,134800,1063
2020.12.17,13:00:00,134800,135000,134700,134800,1598
2020.12.17,14:00:00,134800,135300,134700,135300,4644
2020.12.19,10:00:00,135200,135800,135000,135400,821
2020.12.19,11:00:00,135400,135600,135400,135500,476
2020.12.19,12:00:00,135500,136000,135300,135600,1664
2020.12.19,13:00:00,135700,136000,135500,135600,656
2020.12.19,14:00:00,135600,135800,134500,134700,3144
2020.12.20,10:00:00,133200,134300,133200,134000,648
2020.12.20,11:00:00,134000,134500,133300,133600,1416
2020.12.20,12:00:00,133600,134300,133200,133800,2302
