Date,Open,High,Low,Close,Volume
10/31/19,0.986462,1.00109,0.93391,0.952379,67314160
11/1/19,0.952192,0.986497,0.939798,0.981111,77721011
11/2/19,0.980774,1.005849,0.965729,0.988969,78723221
11/3/19,0.988905,0.997553,0.947328,0.966276,82001689
11/4/19,0.96618,0.992133,0.952088,0.986222,81250050
11/5/19,0.986805,1.062764,0.973028,1.033698,82105556
11/6/19,1.033937,1.094335,1.022702,1.036478,82979411
11/7/19,1.036047,1.045902,0.972092,1.004862,73571453
11/8/19,1.005465,1.006114,0.934085,0.955199,78258863
11/9/19,0.955356,0.973207,0.950426,0.9622,60716233
11/10/19,0.962138,1.021951,0.953066,1.007686,69200085
11/11/19,1.007567,1.009323,0.92902,0.954104,121144998
11/12/19,0.954099,0.9854,0.949218,0.966099,69335483
11/13/19,0.965561,1.003013,0.954084,0.982611,66216980
11/14/19,0.982653,1.042261,0.966347,1.021783,92425983
11/15/19,1.021596,1.076644,0.997765,1.011532,85352795
11/16/19,1.010186,1.07756,0.999927,1.053191,94079612
11/17/19,1.053116,1.058118,1.002935,1.034374,100695745
11/18/19,1.034765,1.0354,0.929457,0.953363,71480920
11/19/19,0.952493,0.963825,0.879637,0.911423,96316945
11/20/19,0.911777,0.936052,0.887902,0.890855,64665343
11/21/19,0.890822,0.893576,0.805833,0.822873,58449131
11/22/19,0.822876,0.832519,0.731817,0.778872,64634057
11/23/19,0.778515,0.822504,0.760911,0.815377,58546731
11/24/19,0.81385,0.819067,0.747866,0.747866,81156704
11/25/19,0.748251,0.758296,0.673311,0.72497,84558139
11/26/19,0.72461,0.751869,0.723883,0.750668,50727708
11/27/19,0.746948,0.785924,0.724019,0.766395,57994418
11/28/19,0.766541,0.809538,0.765572,0.785161,49836197
11/29/19,0.784593,0.818789,0.781825,0.808047,51526957
11/30/19,0.808442,0.815201,0.759446,0.769874,47133951
12/1/19,0.769239,0.780556,0.734028,0.759002,53325152
12/2/19,0.759685,0.764685,0.731185,0.736352,39449996
12/3/19,0.736849,0.747681,0.72439,0.743491,41224948
12/4/19,0.743026,0.75393,0.719496,0.728679,43667919
12/5/19,0.7278,0.748357,0.71709,0.738439,43357560
12/6/19,0.737818,0.753596,0.734667,0.752442,43215113
12/7/19,0.751737,0.763019,0.749051,0.752199,38804667
12/8/19,0.753188,0.76029,0.741429,0.750852,41533819
12/9/19,0.750596,0.767361,0.73624,0.73688,61873281
12/10/19,0.736536,0.743072,0.711408,0.735965,56398596
12/11/19,0.736257,0.747374,0.716733,0.721185,56987066
12/12/19,0.720959,0.730751,0.708404,0.715674,58053948
12/13/19,0.71513,0.727934,0.707254,0.712584,58595778
12/14/19,0.710835,0.735113,0.702865,0.712247,60722972
12/15/19,0.711633,0.711633,0.691833,0.70631,56522735
12/16/19,0.705644,0.707825,0.641937,0.661068,53218776
12/17/19,0.658317,0.661102,0.580447,0.59185,58671580
12/18/19,0.591434,0.666599,0.579301,0.661811,68442696
12/19/19,0.66172,0.667194,0.625556,0.638044,54470347
12/20/19,0.638067,0.66076,0.633222,0.65879,48929584
12/21/19,0.658899,0.658899,0.643367,0.652787,43591749
12/22/19,0.652741,0.66094,0.648721,0.652835,49274413
12/23/19,0.652656,0.666082,0.627843,0.631221,46534396
12/24/19,0.631301,0.639548,0.619376,0.62685,41544062
12/25/19,0.626545,0.627726,0.611383,0.614612,38304524
12/26/19,0.615189,0.629571,0.602653,0.616407,40843043
12/27/19,0.616676,0.631778,0.613864,0.630009,41238629
12/28/19,0.63019,0.633787,0.622379,0.624143,39096403
12/29/19,0.624276,0.650849,0.622916,0.641924,45353640
12/30/19,0.64226,0.646783,0.621026,0.622851,46724428
12/31/19,0.622934,0.627393,0.604095,0.606164,37839650
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
